batter,player_name,mean_launch_angle,mean_estimated_woba,pitch_count,launch_angle_rank
681351,"O'Hoppe, Logan",17.650621118012424,0.45320123839009285,323,194.0
681393,"Norby, Connor",17.481617647058822,0.4469130434782609,115,204.0
681481,"Carpenter, Kerry",19.83989501312336,0.5018620689655172,203,105.0
681624,"Pages, Andy",23.26782884310618,0.4059485530546624,311,18.0
681807,"Fry, David",21.402154398563734,0.37076029962546814,267,51.0
682177,"Schneemann, Daniel",15.351724137931035,0.3528778625954198,131,285.0
682622,"Marte, Noelvi",11.287128712871286,0.3741806451612903,155,376.0
682626,"Alvarez, Francisco",13.523809523809524,0.3472292490118577,253,333.0
682641,"Matos, Luis",19.206008583690988,0.30780314960629923,127,125.0
682657,"Martínez, Angel",18.39669421487603,0.2915123966942149,121,162.0
682829,"De La Cruz, Elly",13.804166666666667,0.44483919597989946,398,324.0
